open_time,open,high,low,close,volume,close_time,quote_asset_volume,trade_count,taker_buy_base_volume,taker_buy_quote_volume,ignore
1767230400000,87952.84000000,87960.64000000,87911.37000000,87941.58000000,15.32891000,1767230699999,1347984.56002630,6109,7.98490000,702139.96321110,0
1767230700000,87941.59000000,87941.59000000,87875.22000000,87875.22000000,11.60866000,1767230999999,1020478.12103560,3652,1.86496000,163943.78048660,0
1767231000000,87875.23000000,87900.00000000,87875.22000000,87894.01000000,7.69845000,1767231299999,676602.94259380,2253,5.17544000,454837.18618880,0
1767231300000,87894.01000000,87894.02000000,87841.99000000,87851.32000000,17.11744000,1767231599999,1504067.63926620,5145,5.79997000,509644.71837430,0
1767231600000,87851.31000000,87886.00000000,87851.31000000,87886.00000000,3.82387000,1767231899999,336018.68389020,3078,3.17007000,278565.95422490,0
1767231900000,87885.99000000,87939.37000000,87883.12000000,87914.21000000,17.80560000,1767232199999,1565272.33117900,5236,7.09941000,624042.45353560,0
1767232200000,87914.20000000,88000.00000000,87914.20000000,87999.99000000,13.75255000,1767232499999,1209546.54373110,3710,10.75716000,946139.28074890,0
1767232500000,87999.99000000,88015.89000000,87960.00000000,87960.00000000,17.22161000,1767232799999,1515423.43459520,3938,6.76881000,595620.87213850,0
1767232800000,87960.01000000,87960.01000000,87901.83000000,87950.52000000,20.90745000,1767233099999,1838181.18641150,4071,8.30598000,730248.42637120,0
1767233100000,87950.52000000,88025.18000000,87950.51000000,88025.18000000,7.74870000,1767233399999,681873.04992810,6579,3.85353000,339091.24459810,0
1767233400000,88025.18000000,88025.19000000,87986.00000000,87990.52000000,5.80521000,1767233699999,510885.89854230,2932,1.65066000,145257.40354910,0
1767233700000,87990.52000000,88088.10000000,87990.52000000,88001.11000000,42.65855000,1767233999999,3756324.12180510,10285,25.51433000,2246657.75163330,0
1767234000000,88001.12000000,88023.27000000,87966.70000000,87966.71000000,12.58654000,1767234299999,1107532.76257370,5081,5.64884000,497060.60404510,0
1767234300000,87966.72000000,87966.72000000,87939.68000000,87957.63000000,10.81146000,1767234599999,950891.39534660,2828,5.41267000,476046.27351000,0
1767234600000,87957.63000000,88052.60000000,87947.74000000,88000.04000000,24.56378000,1767234899999,2161319.79803500,7464,17.67156000,1554776.65756990,0
1767234900000,88000.04000000,88004.91000000,87950.34000000,88000.44000000,20.99297000,1767235199999,1847146.25592620,5083,13.43401000,1182034.94075390,0
1767235200000,88000.44000000,88000.45000000,87945.79000000,87954.16000000,9.01809000,1767235499999,793259.19472810,3825,3.94540000,347027.69793500,0
1767235500000,87954.17000000,87961.52000000,87915.59000000,87922.67000000,18.62021000,1767235799999,1637594.39213820,5337,5.23210000,460143.13228400,0
1767235800000,87922.67000000,87922.67000000,87900.00000000,87900.00000000,16.61545000,1767236099999,1460598.59461030,3202,7.34634000,645770.18249800,0
1767236100000,87900.00000000,87952.75000000,87895.37000000,87914.00000000,19.23019000,1767236399999,1690674.37950970,3206,9.31684000,819053.59917530,0
1767236400000,87914.00000000,87914.01000000,87887.28000000,87912.98000000,9.59431000,1767236699999,843299.82916420,3823,5.25973000,462298.28062890,0
1767236700000,87912.98000000,87944.72000000,87909.80000000,87924.73000000,19.62260000,1767236999999,1725386.99304390,5087,9.83132000,864428.62030410,0
1767237000000,87924.73000000,87984.26000000,87924.72000000,87984.25000000,16.83690000,1767237299999,1480832.18205490,5413,10.26817000,903095.64651920,0
1767237300000,87984.26000000,88012.00000000,87967.11000000,88012.00000000,18.14799000,1767237599999,1596801.16378750,3649,10.50401000,924255.82847000,0
1767237600000,88012.00000000,88015.70000000,87935.45000000,87935.45000000,8.50183000,1767237899999,748055.60787930,4875,2.30468000,202788.09791730,0
1767237900000,87935.45000000,87941.85000000,87900.12000000,87930.65000000,14.00523000,1767238199999,1231328.88414860,5748,5.83579000,513047.62867340,0
1767238200000,87930.65000000,87935.88000000,87904.00000000,87934.24000000,10.72567000,1767238499999,943010.52008270,3195,8.07891000,710293.27772290,0
1767238500000,87934.24000000,87952.00000000,87934.23000000,87943.99000000,5.14499000,1767238799999,452451.42806260,1900,3.60980000,317441.31137280,0
1767238800000,87943.99000000,87952.71000000,87937.24000000,87937.24000000,5.31770000,1767239099999,467683.73060810,2918,2.09527000,184268.45847420,0
1767239100000,87937.25000000,87937.25000000,87907.22000000,87916.15000000,9.60223000,1767239399999,844203.45110450,2303,3.24232000,285036.02953930,0
1767239400000,87916.15000000,87916.15000000,87851.18000000,87866.39000000,11.45308000,1767239699999,1006605.71699060,4785,4.20643000,369652.86781150,0
1767239700000,87866.39000000,87878.81000000,87832.09000000,87846.02000000,20.13101000,1767239999999,1768639.57568120,3084,3.51092000,308451.09834920,0
1767240000000,87846.01000000,87854.81000000,87815.03000000,87815.03000000,7.75604000,1767240299999,681315.98658940,3743,2.06240000,181169.72097010,0
1767240300000,87815.03000000,87815.04000000,87708.29000000,87708.30000000,20.16155000,1767240599999,1769203.17048890,7372,3.79608000,333074.01495870,0
1767240600000,87708.29000000,87718.36000000,87641.13000000,87650.01000000,29.69742000,1767240899999,2603883.66989400,9633,7.47659000,655603.41702040,0
1767240900000,87650.01000000,87650.01000000,87552.56000000,87562.07000000,28.45284000,1767241199999,2492492.78233050,9431,8.71531000,763372.69320170,0
1767241200000,87562.07000000,87635.06000000,87562.07000000,87635.06000000,32.95357000,1767241499999,2887217.51855930,8154,23.41041000,2051062.41684920,0
1767241500000,87635.06000000,87701.74000000,87631.49000000,87632.26000000,47.22948000,1767241799999,4140228.67174600,8886,31.39072000,2751719.41668360,0
1767241800000,87632.26000000,87670.07000000,87604.00000000,87613.96000000,43.87134000,1767242099999,3844996.46625910,9789,18.36807000,1609873.74591640,0
1767242100000,87613.95000000,87624.77000000,87587.25000000,87623.82000000,70.18797000,1767242399999,6148576.11909190,8728,16.16946000,1416567.64250500,0
1767242400000,87623.83000000,87649.21000000,87550.43000000,87550.48000000,69.97847000,1767242699999,6130253.38330700,10898,13.12492000,1149890.62304010,0
1767242700000,87550.48000000,87657.56000000,87550.48000000,87609.96000000,92.90223000,1767242999999,8137116.09936450,10373,63.45119000,5557427.58087860,0
1767243000000,87609.97000000,87609.97000000,87595.87000000,87595.88000000,16.59721000,1767243299999,1453975.85732700,3001,4.78918000,419547.17955120,0
1767243300000,87595.88000000,87610.50000000,87590.40000000,87590.40000000,16.39089000,1767243599999,1435877.33932210,3377,7.36961000,645580.92339080,0
1767243600000,87590.41000000,87669.99000000,87590.40000000,87669.98000000,12.09743000,1767243899999,1060129.98678450,5899,11.00531000,964413.90084580,0
1767243900000,87669.98000000,87723.74000000,87669.98000000,87702.00000000,25.84366000,1767244199999,2266570.97033440,7242,13.77364000,1207870.01434300,0
1767244200000,87701.99000000,87716.92000000,87694.60000000,87694.61000000,11.73593000,1767244499999,1029351.63827720,2829,4.79926000,420923.18704260,0
1767244500000,87694.61000000,87724.84000000,87694.60000000,87714.26000000,13.10821000,1767244799999,1149772.74312390,2938,8.01398000,702896.19957010,0
1767244800000,87714.26000000,87714.27000000,87658.00000000,87705.45000000,34.55993000,1767245099999,3030596.20978320,4102,13.62097000,1194365.05348250,0
1767245100000,87705.45000000,87708.11000000,87671.65000000,87708.11000000,17.88487000,1767245399999,1568342.45016380,5088,12.23620000,1072985.94345630,0
1767245400000,87708.11000000,87749.34000000,87639.63000000,87729.59000000,122.00028000,1767245699999,10696257.22991110,9019,48.73569000,4272660.14035420,0
1767245700000,87729.59000000,87729.60000000,87686.91000000,87690.38000000,12.99691000,1767245999999,1139921.38757300,4245,4.01369000,351988.12027860,0
1767246000000,87690.39000000,87700.01000000,87684.23000000,87700.00000000,7.93283000,1767246299999,695624.28625370,1952,5.07895000,445367.89324880,0
1767246300000,87700.01000000,87700.01000000,87697.93000000,87697.94000000,6.89750000,1767246599999,604910.65589490,1314,3.18552000,279370.06224600,0
1767246600000,87697.94000000,87720.00000000,87697.93000000,87704.39000000,13.87169000,1767246899999,1216609.08080320,3180,9.95536000,873086.45215590,0
1767246900000,87704.39000000,87704.39000000,87704.38000000,87704.39000000,4.24512000,1767247199999,372315.63705370,917,1.94281000,170392.96593590,0
1767247200000,87704.39000000,87704.39000000,87657.00000000,87666.05000000,20.81692000,1767247499999,1825087.23891720,4328,10.43733000,914977.90772580,0
1767247500000,87666.04000000,87666.05000000,87636.29000000,87636.30000000,8.39520000,1767247799999,735892.52379640,1646,1.63629000,143424.24120730,0
1767247800000,87636.30000000,87652.60000000,87636.29000000,87648.18000000,27.46226000,1767248099999,2406847.88091190,2702,12.71335000,1114223.35225490,0
1767248100000,87648.19000000,87663.87000000,87648.18000000,87656.80000000,10.98135000,1767248399999,962575.30877620,2187,7.28003000,638120.37329320,0
1767248400000,87656.80000000,87656.80000000,87656.79000000,87656.80000000,3.95553000,1767248699999,346729.08412620,706,2.15775000,189141.46020000,0
1767248700000,87656.80000000,87656.80000000,87656.79000000,87656.80000000,7.64653000,1767248999999,670270.31375510,1037,3.93164000,344634.98115200,0
1767249000000,87656.80000000,87669.10000000,87656.79000000,87669.10000000,13.02188000,1767249299999,1141510.06266250,1446,10.70450000,938355.15548530,0
1767249300000,87669.10000000,87669.10000000,87669.09000000,87669.10000000,2.34271000,1767249599999,205383.27104340,583,1.72095000,150874.13764500,0
1767249600000,87669.10000000,87669.10000000,87658.77000000,87658.77000000,16.87977000,1767249899999,1479817.69013380,1557,4.69846000,411907.73526020,0
1767249900000,87658.78000000,87658.78000000,87658.77000000,87658.77000000,4.46213000,1767250199999,391144.85373420,850,2.63541000,231016.82539980,0
1767250200000,87658.77000000,87658.78000000,87658.00000000,87658.01000000,3.07807000,1767250499999,269818.85850170,971,1.15051000,100851.71959500,0
1767250500000,87658.01000000,87658.01000000,87658.00000000,87658.00000000,4.85421000,1767250799999,425510.35563380,838,1.54538000,135464.93549380,0
1767250800000,87658.01000000,87658.01000000,87658.00000000,87658.00000000,3.84954000,1767251099999,337442.98805060,821,1.07306000,94062.30421060,0
1767251100000,87658.01000000,87672.20000000,87658.00000000,87664.01000000,9.69553000,1767251399999,849934.83213040,2058,6.01846000,527578.44889140,0
1767251400000,87664.02000000,87664.02000000,87596.00000000,87642.00000000,28.27050000,1767251699999,2477493.76057160,5530,6.91850000,606180.46825830,0
1767251700000,87642.00000000,87665.78000000,87641.99000000,87657.28000000,12.24095000,1767251999999,1073033.52363370,2113,4.65432000,407973.27501750,0
1767252000000,87657.29000000,87657.29000000,87654.22000000,87654.23000000,5.06328000,1767252299999,443821.82233610,1172,2.35733000,206630.22425170,0
1767252300000,87654.23000000,87654.23000000,87605.67000000,87605.68000000,9.38340000,1767252599999,822305.83390510,2576,1.78222000,156174.61068960,0
1767252600000,87605.68000000,87653.76000000,87605.67000000,87653.76000000,13.86382000,1767252899999,1214954.39333040,3663,12.92675000,1132828.96237980,0
1767252900000,87653.76000000,87667.92000000,87645.80000000,87646.31000000,53.54024000,1767253199999,4693192.37996740,4419,38.89783000,3409638.29476560,0
1767253200000,87646.31000000,87660.00000000,87642.00000000,87642.01000000,22.96151000,1767253499999,2012686.07022980,2671,9.94604000,871800.84082600,0
1767253500000,87642.01000000,87646.42000000,87630.00000000,87646.41000000,14.07167000,1767253799999,1233240.35602530,3195,9.39906000,823730.26135970,0
1767253800000,87646.42000000,87673.01000000,87646.42000000,87673.00000000,17.95720000,1767254099999,1574210.34361730,2656,14.23959000,1248303.41556510,0
1767254100000,87673.01000000,87673.01000000,87610.60000000,87631.88000000,34.37728000,1767254399999,3013022.00892420,3100,5.07542000,444764.77447730,0
1767254400000,87631.88000000,87705.39000000,87631.87000000,87669.98000000,37.12353000,1767254699999,3254711.89974880,6474,20.90680000,1832856.65155640,0
1767254700000,87669.99000000,87811.13000000,87669.98000000,87811.13000000,44.48396000,1767254999999,3903442.91735100,9842,38.21849000,3353614.90870380,0
1767255000000,87811.12000000,87811.12000000,87745.70000000,87750.39000000,40.30586000,1767255299999,3538230.06242080,8224,9.66366000,848229.61402290,0
1767255300000,87750.40000000,87773.40000000,87711.97000000,87735.99000000,34.37451000,1767255599999,3016096.66090870,11306,14.89471000,1306832.85424000,0
1767255600000,87736.00000000,87739.53000000,87735.99000000,87739.53000000,7.88696000,1767255899999,691993.38242660,1538,4.15773000,364793.50749010,0
1767255900000,87739.52000000,87739.53000000,87739.52000000,87739.53000000,2.44338000,1767256199999,214380.99689920,737,0.85216000,74768.11788480,0
1767256200000,87739.53000000,87778.95000000,87739.52000000,87774.51000000,34.09286000,1767256499999,2991643.68082490,3493,28.52090000,2502657.26065030,0
1767256500000,87774.51000000,87774.52000000,87733.74000000,87736.76000000,18.64860000,1767256799999,1636526.58736240,3109,5.04895000,443027.41128100,0
1767256800000,87736.76000000,87736.76000000,87700.15000000,87700.17000000,43.36210000,1767257099999,3803501.78896880,4883,19.68230000,1726335.45205730,0
1767257100000,87700.17000000,87730.17000000,87700.16000000,87722.75000000,10.92115000,1767257399999,957895.90963390,3133,7.88200000,691291.14652220,0
1767257400000,87722.75000000,87742.65000000,87722.74000000,87742.65000000,3.23276000,1767257699999,283612.28262030,2394,2.33090000,204487.61582220,0
1767257700000,87742.64000000,87770.90000000,87742.64000000,87770.90000000,8.34178000,1767257999999,732010.70001270,2560,5.80413000,509338.07616090,0
1767258000000,87770.89000000,87770.90000000,87770.89000000,87770.90000000,4.34145000,1767258299999,381052.95710600,1344,2.67155000,234484.34789500,0
1767258300000,87770.90000000,87808.27000000,87751.82000000,87804.29000000,29.01411000,1767258599999,2546665.15674580,6154,11.35536000,996689.60889120,0
1767258600000,87804.28000000,87849.27000000,87804.28000000,87849.26000000,11.63690000,1767258899999,1022059.76481650,4054,8.87957000,779920.12822520,0
1767258900000,87849.26000000,87965.25000000,87849.26000000,87945.62000000,41.44974000,1767259199999,3643348.60219140,9108,30.92151000,2717620.04683730,0
1767259200000,87945.62000000,87945.63000000,87840.00000000,87865.70000000,35.30242000,1767259499999,3103515.04630670,12560,4.55199000,399981.00974960,0
1767259500000,87865.70000000,87865.71000000,87820.84000000,87836.02000000,21.50396000,1767259799999,1889195.64327380,2733,3.70971000,325820.56068270,0
1767259800000,87836.01000000,87843.03000000,87836.01000000,87843.03000000,5.28252000,1767260099999,464015.86781520,1066,2.56855000,225618.47728580,0
1767260100000,87843.03000000,87876.20000000,87843.02000000,87876.20000000,9.36884000,1767260399999,823021.51589300,2234,6.78394000,595952.56020320,0
1767260400000,87876.20000000,87876.20000000,87876.19000000,87876.20000000,3.68523000,1767260699999,323843.98734450,811,1.56708000,137709.03549600,0
1767260700000,87876.20000000,87876.20000000,87865.55000000,87865.56000000,30.93620000,1767260999999,2718510.97950610,1470,1.68279000,147861.14452970,0
1767261000000,87865.56000000,87865.56000000,87865.55000000,87865.56000000,6.95573000,1767261299999,611169.06116190,1201,1.90604000,167475.27198240,0
1767261300000,87865.56000000,87878.00000000,87865.55000000,87877.99000000,10.75253000,1767261599999,944791.43194140,1956,3.74302000,328891.29750090,0
1767261600000,87877.99000000,87883.80000000,87877.99000000,87883.56000000,3.33732000,1767261899999,293293.03712190,1207,1.42212000,124979.27879200,0
1767261900000,87883.57000000,87883.57000000,87871.42000000,87871.79000000,41.09247000,1767262199999,3611257.41322280,3870,6.05680000,532228.69857210,0
1767262200000,87871.79000000,87872.44000000,87871.78000000,87872.43000000,11.66433000,1767262499999,1024972.60251030,1789,2.29832000,201958.68819270,0
1767262500000,87872.42000000,87872.43000000,87828.92000000,87828.92000000,8.20237000,1767262799999,720550.00214780,3780,1.01642000,89273.44547410,0
1767262800000,87828.92000000,87828.93000000,87799.17000000,87804.00000000,7.57217000,1767263099999,664891.49738640,3990,2.38700000,209587.70269340,0
1767263100000,87804.00000000,87851.26000000,87803.99000000,87851.26000000,9.63140000,1767263399999,845897.76170040,3849,8.30518000,729409.69432970,0
1767263400000,87851.26000000,87856.59000000,87846.56000000,87846.56000000,5.32085000,1767263699999,467432.91199500,1601,2.19715000,193015.00798340,0
1767263700000,87846.57000000,87846.57000000,87840.00000000,87840.01000000,7.48548000,1767263999999,657571.22261140,1543,1.49969000,131742.55709450,0
1767264000000,87840.01000000,87840.01000000,87840.00000000,87840.01000000,6.53001000,1767264299999,573596.08820050,1076,0.98005000,86087.60180050,0
1767264300000,87840.00000000,87840.01000000,87840.00000000,87840.01000000,2.83913000,1767264599999,249389.19207750,790,1.28775000,113115.97287750,0
1767264600000,87840.00000000,87868.38000000,87840.00000000,87868.37000000,7.31206000,1767264899999,642351.19876210,3196,5.89013000,517439.48913970,0
1767264900000,87868.37000000,87880.00000000,87857.58000000,87863.76000000,17.08621000,1767265199999,1501340.00107030,5219,4.78710000,420610.17583310,0
1767265200000,87863.75000000,87880.00000000,87859.36000000,87879.99000000,5.84697000,1767265499999,513728.77759650,2315,3.82363000,335951.21864350,0
1767265500000,87879.99000000,87892.00000000,87869.45000000,87889.26000000,12.83510000,1767265799999,1127945.48537340,4767,5.15410000,452933.38049650,0
1767265800000,87889.25000000,87966.71000000,87889.25000000,87940.00000000,30.56240000,1767266099999,2687528.92508370,7736,17.18175000,1510815.78523580,0
1767266100000,87940.00000000,87983.22000000,87926.37000000,87938.27000000,28.33719000,1767266399999,2492274.07733420,6931,19.25565000,1693506.38809580,0
1767266400000,87938.27000000,87938.28000000,87938.27000000,87938.28000000,4.95694000,1767266699999,435904.75309760,1110,2.50038000,219879.11654640,0
1767266700000,87938.28000000,87938.28000000,87926.18000000,87926.18000000,16.31507000,1767266999999,1434636.67362950,2220,3.64301000,320319.01035370,0
1767267000000,87926.19000000,87953.61000000,87911.02000000,87916.06000000,16.91540000,1767267299999,1487624.94164430,3873,2.86498000,251957.77467600,0
1767267300000,87916.06000000,87916.07000000,87880.00000000,87881.28000000,30.80491000,1767267599999,2707584.71292980,2830,7.47336000,656878.46416150,0
1767267600000,87881.29000000,87915.12000000,87881.28000000,87915.12000000,5.05587000,1767267899999,444413.53994500,2333,3.74504000,329182.66471430,0
1767267900000,87915.11000000,87964.04000000,87915.11000000,87964.04000000,6.61605000,1767268199999,581813.11585700,3757,3.95336000,347672.62732810,0
1767268200000,87964.04000000,87999.93000000,87964.03000000,87989.62000000,13.34172000,1767268499999,1173873.70848390,3135,9.58384000,843229.69381950,0
1767268500000,87989.61000000,88024.64000000,87989.61000000,88024.64000000,24.71643000,1767268799999,2175002.57557240,2337,12.78420000,1124998.10766920,0
1767268800000,88024.64000000,88024.64000000,87983.56000000,88015.99000000,23.84906000,1767269099999,2099080.73083840,6201,5.07988000,447038.05472750,0
1767269100000,88015.99000000,88036.41000000,88000.00000000,88017.12000000,13.19491000,1767269399999,1161457.58448660,3845,3.71480000,326964.88198940,0
1767269400000,88017.12000000,88036.42000000,88003.79000000,88003.79000000,12.94071000,1767269699999,1139126.28384270,4270,5.76737000,507658.05120480,0
1767269700000,88003.80000000,88020.00000000,87979.93000000,87979.93000000,13.37827000,1767269999999,1177211.08599190,5721,4.50604000,396478.93262370,0
1767270000000,87979.93000000,87981.23000000,87951.51000000,87981.23000000,15.79528000,1767270299999,1389394.82879570,3950,7.24411000,637189.56408520,0
1767270300000,87981.23000000,88035.29000000,87981.22000000,88004.81000000,23.48141000,1767270599999,2066668.68588130,3623,14.72894000,1296363.35113560,0
1767270600000,88004.81000000,88004.82000000,87925.28000000,87950.69000000,13.79775000,1767270899999,1213616.41130980,5486,5.15754000,453558.43073330,0
1767270900000,87950.69000000,87979.25000000,87950.69000000,87979.24000000,4.54113000,1767271199999,399441.79759440,2142,2.27666000,200271.70725690,0
1767271200000,87979.25000000,87979.26000000,87962.10000000,87979.26000000,26.40077000,1767271499999,2322623.56325830,3511,18.73426000,1648168.85341460,0
1767271500000,87979.26000000,87979.85000000,87979.25000000,87979.84000000,17.72146000,1767271799999,1559124.51385230,1401,11.36266000,999678.76938000,0
1767271800000,87979.85000000,87988.59000000,87979.84000000,87988.41000000,12.89948000,1767272099999,1134912.08755580,1825,7.57984000,666882.35434230,0
1767272100000,87988.41000000,87988.42000000,87950.00000000,87950.00000000,22.13533000,1767272399999,1947493.49986130,3620,1.84631000,162441.75536170,0
1767272400000,87950.00000000,87950.01000000,87892.00000000,87933.99000000,11.71055000,1767272699999,1029646.03370190,4837,5.03784000,442922.77324460,0
1767272700000,87933.98000000,87974.81000000,87933.98000000,87972.25000000,8.74779000,1767272999999,769337.63282640,2976,3.77808000,332287.83952410,0
1767273000000,87972.25000000,87991.98000000,87972.25000000,87990.05000000,6.02761000,1767273299999,530322.58223240,2525,3.09671000,272444.72509680,0
1767273300000,87990.05000000,87990.05000000,87983.56000000,87983.56000000,4.21241000,1767273599999,370637.10016190,2062,1.43260000,126049.84703240,0
1767273600000,87983.56000000,88019.82000000,87979.75000000,87979.75000000,24.05801000,1767273899999,2117250.76983050,5770,5.86187000,515850.92744670,0
1767273900000,87979.76000000,87987.11000000,87964.76000000,87987.10000000,9.84347000,1767274199999,865949.85137810,1867,6.59797000,580433.77281510,0
1767274200000,87987.11000000,87987.11000000,87951.28000000,87977.99000000,11.39200000,1767274499999,1002096.09783440,5560,6.87849000,605026.92123990,0
1767274500000,87978.00000000,87978.00000000,87968.37000000,87977.17000000,6.92224000,1767274799999,608986.87128640,1570,2.38974000,210233.96770930,0
1767274800000,87977.18000000,87989.00000000,87966.70000000,87989.00000000,6.75788000,1767275099999,594558.98715150,2835,4.06860000,357959.27729120,0
1767275100000,87988.99000000,87988.99000000,87860.66000000,87898.09000000,29.99141000,1767275399999,2637337.36026980,7810,8.06320000,708830.50552710,0
1767275400000,87898.08000000,87952.37000000,87898.08000000,87912.99000000,14.12786000,1767275699999,1242141.50718130,7178,7.95482000,699422.11102880,0
1767275700000,87913.00000000,87940.00000000,87912.99000000,87922.64000000,21.93760000,1767275999999,1929012.57306530,2508,5.61952000,494080.86578610,0
1767276000000,87922.63000000,87922.64000000,87848.00000000,87874.35000000,79.15398000,1767276299999,6955758.30031470,18256,37.20322000,3269024.30631450,0
1767276300000,87874.35000000,87899.96000000,87827.49000000,87882.41000000,57.79401000,1767276599999,5077687.98034340,10539,40.00232000,3514343.34346880,0
1767276600000,87882.41000000,87964.00000000,87882.41000000,87957.54000000,22.02304000,1767276899999,1936641.96561460,3909,19.28133000,1695489.43570670,0
1767276900000,87957.54000000,87966.71000000,87948.67000000,87966.70000000,16.24191000,1767277199999,1428614.33019830,2369,7.28956000,641185.88164160,0
1767277200000,87966.70000000,87966.71000000,87902.08000000,87902.08000000,35.17440000,1767277499999,3093374.65003420,7198,6.60346000,580701.99058000,0
1767277500000,87902.09000000,87916.40000000,87850.00000000,87872.25000000,48.93244000,1767277799999,4300405.67152630,6909,22.45986000,1973668.90652090,0
1767277800000,87872.24000000,87872.25000000,87810.66000000,87852.18000000,39.17509000,1767278099999,3441034.51017290,7761,22.47238000,1973926.54939940,0
1767278100000,87852.18000000,87889.62000000,87852.18000000,87889.62000000,16.21327000,1767278399999,1424792.28752980,6015,10.53492000,925762.29771610,0
1767278400000,87889.62000000,87911.72000000,87883.68000000,87911.71000000,34.46273000,1767278699999,3028893.33113470,3192,25.17073000,2212163.23657420,0
1767278700000,87911.71000000,87911.72000000,87892.20000000,87903.01000000,15.47341000,1767278999999,1360188.27600460,1907,5.89428000,518099.20529450,0
1767279000000,87903.00000000,87970.59000000,87903.00000000,87970.58000000,11.99382000,1767279299999,1054826.48265980,4433,10.66681000,938110.82226960,0
1767279300000,87970.59000000,87970.59000000,87954.77000000,87967.05000000,13.37721000,1767279599999,1176695.56049020,3141,7.30918000,642919.78621870,0
1767279600000,87967.05000000,87976.62000000,87951.39000000,87951.40000000,20.41868000,1767279899999,1796147.87091350,3812,9.15312000,805133.35650430,0
1767279900000,87951.39000000,87969.06000000,87932.17000000,87932.17000000,20.91755000,1767280199999,1839788.03607610,5488,6.88036000,605124.30556600,0
1767280200000,87932.18000000,87983.57000000,87916.39000000,87983.57000000,11.09495000,1767280499999,975751.79573130,5781,9.26798000,815093.46169380,0
1767280500000,87983.57000000,88081.00000000,87983.56000000,88027.83000000,40.30290000,1767280799999,3548364.71814160,12676,28.07846000,2471903.26428490,0
1767280800000,88027.83000000,88038.43000000,87998.33000000,87998.33000000,17.47286000,1767281099999,1537971.26211300,3663,4.17459000,367437.47039940,0
1767281100000,87998.33000000,88007.12000000,87974.78000000,88007.12000000,10.22078000,1767281399999,899297.50929440,5205,7.01966000,617639.56346950,0
1767281400000,88007.12000000,88007.12000000,87966.70000000,87966.71000000,16.06262000,1767281699999,1413357.39866190,6568,6.55295000,576570.68389350,0
1767281700000,87966.71000000,87990.99000000,87944.95000000,87976.72000000,38.76148000,1767281999999,3409325.64135150,4675,29.57650000,2601372.28153950,0
1767282000000,87976.71000000,88113.45000000,87976.71000000,88020.37000000,37.39592000,1767282299999,3293204.13571170,13696,25.94057000,2284467.22326260,0
1767282300000,88020.37000000,88092.54000000,87987.46000000,87999.77000000,24.79862000,1767282599999,2183360.42645180,12697,14.90830000,1312581.63969290,0
1767282600000,87999.77000000,88039.00000000,87990.97000000,88039.00000000,13.81748000,1767282899999,1216138.88864780,5702,8.61060000,757857.91549000,0
1767282900000,88038.99000000,88040.11000000,88032.17000000,88032.18000000,8.74850000,1767283199999,770196.94366070,2699,3.53285000,311023.31025200,0
1767283200000,88032.17000000,88048.70000000,87974.77000000,87974.77000000,41.04242000,1767283499999,3612106.85510920,11842,10.91389000,960522.24332510,0
